line	page	week	num_likes	domain	outlet	title	description	contenttype	image	url	text	id	right_of_center
131	Pegida	13	549	derwesten.de	WAZ	Muezzin ruft in Butendorf künftig mittags zum Gebet	Moscheegemeinde an der Wielandstraße führt den Ruf des Muezzin ein. Stadt betont das Grundrecht auf freie Ausübung der Religion.	article	http://www.derwesten.de/img/incoming/crop10496666/7659011649-cImg0273_543-w1200/Unter-dem-Titel-Ruf-des-0.jpg	http://www.derwesten.de/staedte/gladbeck/muezzin-ruft-in-butendorf-kuenftig-mittags-zum-gebet-id10496668.html	Muezzin ruft in Butendorf künftig mittags zum Gebet 24.03.2015 | 19:49 Uhr 2015-03-24T19:49:36+01:00 Ein Drittel der Bevölkerung Gladbecks ist muslimischen Glaubens, daher sieht Bürgermeister Ulrich Roland (M.) in der Einführung des Muezzin-Rufs eine logische Folge der Bevölkerungsentwicklung.  Im Bild (v.r.): Kasim Ogan (Imam), Gregor Wirgs (Leiter Ordnungsamt), Nadir Kahraman (Leiter Moscheeverein), Bürgermeister Jürgen Roland, Seycan Yildiz (Frauenbeirat), Figen Güdül-Turpcu (stellv. Vorsitzende des Moscheevereins) mit Sohn Yussuf Efe, Rainer Weichelt (1. Beigeordneter) und Doris Förster (Ausländeramt). Foto: Franz NaskrentFoto: Franz Naskrent Gladbeck.  Moscheegemeinde an der Wielandstraße führt den Ruf des Muezzin ein. Stadt betont das Grundrecht auf freie Ausübung der Religion. Der Ruf des Muezzin wird ab dem 20. April einmal täglich vom Minarett der DITIB-Moschee an der Wielandstraße erschallen, um die Muslime zum Gebet zu rufen. In einer gemeinsamen Pressekonferenz gingen der Moschee-Vereinsvorsitzende Nadir Kahraman, Bürgermeister Ulrich Roland und der Erste Beigeordnete Rainer Weichelt gestern mit dem Thema an die Öffentlichkeit. Im Umfeld der Moscheegemeinde war diese Absicht seit einigen Wochen bekannt, und hat für Diskussionen unter Muslimen gesorgt. Nicht alle stimmen uneingeschränkt zu. Cuma Cetin, Mitglied im WAZ-Leserbeirat, hätte es für angemessener gehalten, den Muezzin-Ruf nur zum Freitagsgebet erklingen zu lassen. Der tägliche Ruf schüre diffuse Ängste vor einer Ausbreitung des Islams, ist seine Befürchtung. Fingerspitzengefühl in der Kommunikation vermissen auch Vertreter der christlichen Kirchen (siehe Seite 2). Nadir Kahraman dagegen glaubt, dass die Moscheegemeinde mittlerweile ein so gutes Einvernehmen und Vertrauensverhältnis mit der Nachbarschaft aufgebaut hat, dass der Tag für den Ruf des Muezzin gekommen sei. Diesen Wunsch habe man seit dem Bau der Moschee (1999) gehegt. Erklingen wird der Ruf des Muezzin per Lautsprecher mittags in der Zeit von 12 bis 13 Uhr für die Dauer von maximal fünf Minuten. Er wird von geschulten Gemeindemitgliedern gesungen, so wie es im Islam üblich ist. Darüber hinaus wird zu den großen muslimischen Festen, dem Opfer- und dem Zuckerfest, sowie in der Ramadanzeit statt am Mittag am Abend vor 22 Uhr, ebenfalls zum Gebet gerufen. An christlichen Feiertagen schweigt der Muezzin. In Abstimmung mit dem städtischen Ordnungsamt wurde die Lautstärke auf 55 Dezibel festgelegt. Lokales Kommentar Ja, es gibt das verfassungsmäßig gesicherte Grundrecht auf Religionsfreiheit. Am Recht der Moscheegemeinde, den Muezzin vom Minarett aus zum Gebet rufen zu lassen, besteht überhaupt kein Zweifel. Den Muezzin-Ruf gibt es übrigens in vielen Nachbarstädten seit längerem. Dennoch weiß auch die Stadtspitze, dass hier hochsensibles Terrain betreten wird. Gerade in Zeiten zunehmender Ängste vor einer Islamisierung, so unbegründet sie auch sein mögen, wäre es sinnvoll gewesen, vor allem die christlichen Kirchen vorab in das Thema einzubinden. Um Verständnis dafür zu wecken, dass, wo Glocken läuten, auch Muezzin-Rufe möglich sein sollten. Für das oft beschworene gute Miteinander der Kulturen braucht es Transparenz und den Dialog – aber nicht erst, wenn Fakten geschaffen worden sind. Das schafft eher Distanz und schürt Ängste. Einer amtlichen Genehmigung bedarf die Moscheegemeinde übrigens nicht. Das Recht auf freie Religionsausübung für alle Religionsgemeinschaften ist im Grundgesetz verankert. Einzig der Lärmschutz muss gewährleistet sein. Natürlich weiß der Bürgermeister, dass diese Entwicklung für die christliche Gesellschaft neu und sicher gewöhnungsbedürftig ist, er sieht dies aber als eine logische Konsequenz der Entwicklung der Gladbecker Bevölkerung. „Fast ein Drittel sind muslimischen Glaubens, deshalb ist es folgerichtig, dass sich die Lebenswirklichkeit in der Religionsausübung abbildet.“ Dabei sei der einmalige Ruf zur Mittagszeit die Minimallösung, so Rainer Weichelt, stelle aber auch ein Stück Normalität her. Nadir Kahraman, Stellvertreterin Figen Güdül-Turpcu und Imam Kasim Ogan glauben, dass sich die Mitglieder der Moscheegemeinde damit „hier im fremden Land ein Stück mehr zuhause fühlen werden.“ 	131	True
1197	DieLinke	13	0	theeuropean.de	TheEuropean	Unverantwortlichkeit im Betäubungsmittelgesetz	Wenn ein Gesetz nicht zu Ende gedacht ist, zeigt sich das schnell in der Praxis. So unterscheidet das Betäubungsmittelgesetz zwischen Abhängigen legaler und illegaler Drogen – mit verheerenden Folgen.	article	http://c3445010.r10.cf0.rackcdn.com/landscape_image/9092/big_810ba412ab.jpeg	http://www.theeuropean.de/heinrich-schmitz/9963-unverantwortlichkeit-im-betaeubungsmittelgesetz	Tweet Der große Unfug Wenn ein Gesetz nicht zu Ende gedacht ist, zeigt sich das schnell in der Praxis. So unterscheidet das Betäubungsmittelgesetz zwischen Abhängigen legaler und illegaler Drogen – mit verheerenden Folgen. © DWerner / photocase.de „Ein zweiter Grund ist eine erstaunliche Gleichgültigkeit vieler Politiker gegenüber den Auswirkungen ihres gesetzgeberischen Tuns. Sie sind zufrieden, sobald ihre Idee – oder ein Teil davon – in ein Gesetz geflossen ist. Ob das Gesetz dann praktikabel ist, welche Schwierigkeiten die Gerichte damit haben und ob die Wissenschaft meint, die Regelung sei unzureichend, widersprüchlich oder unverständlich, interessiert kaum einen.“ „Unsinn im Strafgesetzbuch“ titelt Thomas Fischer, Vorsitzender des 2. Strafsenats des BGH, in seiner letzten Kolumne und zeigt diesen Unsinn am Beispiel eines Paragrafen aus dem StGB, der die “Schiffsgefährdung durch Bannware” unter Strafe stellt. Keine Sorge, ich habe nicht die Absicht, mich mit diesem gesetzgeberischen Mumpitz des § 297 StGB zu beschäftigen. Nicht nur, weil Fischer das schon umfassend erledigt hat, sondern, weil diese in der Realität vertrocknete Vorschrift keinerlei Bedeutung hat. Klar könnte man die einfach aufheben, es passiert aber auch nichts, wenn man sie als Prüfungs-Gag für Juristen im Gesetz lässt. Dadurch geschieht keinem ein Leid. Unsinniger Umgang mit Süchtigen Anderer Unsinn im Strafgesetzbuch hat allerdings erhebliche Auswirkungen und sollte so schnell wie möglich korrigiert werden, weil dieser Unfug nicht mal im Suff zu ertragen ist. Es geht um den Umgang mit Süchtigen im Strafrecht. Wenn jetzt von Ihrem geistigen Auge ausschließlich die Konsumenten von illegalen Drogen auftauchen sollten, sind sie in einer Gesellschaft mit dem Gesetzgeber. Das ist in diesem Fall allerdings eine schlechte Gesellschaft. Weil die illegalen Drogen vom Gesetzgeber als brandgefährlich angesehen wurden und werden, hat er bei diesen einen im Prinzip ganz brauchbaren Weg eingeschlagen, um drogenabhängige Straftäter zu einer Therapie zu bewegen, „Therapie statt Strafe“. Geregelt ist das im § 35 BtmG und gilt für Straftäter, die wegen einer Straftat zu einer Freiheitsstrafe von nicht mehr als zwei Jahren verurteilt wurden, beziehungsweise bei einer längeren Strafe nicht mehr als noch zwei Jahre abzubrummen haben, wenn – ja wenn sich aus den Urteilsgründen ergibt oder sonst fest steht, dass die Tat auf Grund einer Betäubungsmittelabhängigkeit begangen wurde. Therapie statt Knast für Junkies Welche Tat das war, ist egal. Es geht also nicht nur um originäre Betäubungsmittelstraftaten, wie Einfuhr, Besitz, Herstellung oder Handel oder was auch immer von oder mit Drogen, sondern es kann sich um jede Straftat handeln. Das kann zum Beispiel Beschaffungskriminalität jeder Art sein, aber auch jedes andere Delikt, solange der Grund dafür in der Betäubungsmittelabhängigkeit liegt. Nochmal, das bedeutet, dass ein bereits rechtskräftig zu einer Freiheitsstrafe ohne Bewährung verurteilter Täter dem Knast entgehen kann, wenn er sich selbst um eine Therapie kümmert und die dann konsequent durchzieht. Wegen ihrer Abhängigkeit haben Süchtige häufig eine schlechte Sozialprognose und damit oft keine Chance auf eine Bewährungsstrafe. Das ist klar, denn wer täglich Geld für Drogen braucht, kann die selten von seinem Einkommen oder seinen Sozialleistungen finanzieren. Der nächste Handtaschenraub, Ladendiebstahl oder Betrug ist abzusehen, oft auch Schlimmeres. Die Bewährungschance können sie sich aber über den § 35 BtmG durch die Therapie dann noch im Nachhinein erarbeiten und gleichzeitig etwas gegen ihre Sucht tun. Feine Sache und relativ häufig von Erfolg gekrönt. Die vom Verurteilten nachgewiesene Zeit seines Aufenthaltes in der Therapieeinrichtung wird auf die Strafe angerechnet, bis infolge der Anrechnung zwei Drittel der Strafe erledigt sind. Der Rest wird dann in aller Regel zur Bewährung ausgesetzt. Ein sehr gutes Gesetz um Süchtige mit sanftem Druck zu einer Therapie zu bewegen. Wird die Therapie nicht angetreten oder abgebrochen, geht’s doch noch in den Knast. Alkoholsüchtige ins Kittchen Und jetzt kommt der große Unfug. Dieser Grundsatz „Therapie statt Strafe“ greift nur für Betäubungsmittelabhängige. Als Alkoholiker guckt man da blöde in „Flasche leer“. Da der Gesetzgeber – bei dem Fischer vermutete, er habe das lustige Schiffsgefährdungsgesetz nach Genuss von zwei Flaschen Rotwein verabschiedet – unter Betäubungsmitteln nur die unterschiedlichen Substanzen versteht, die er nach einem nicht durchschaubaren und nicht nachvollziehbaren System im BtmG zu solchen erklärt hat, und nicht die Getränke, die man sich als Abgeordneter zur Entspannung in den Kopf kippt, fällt der Alkohol nicht darunter. Das ist doppelter Unfug. Zum einen ist Alkohol eine zwar legale, aber recht gefährliche Substanz. Rund ein Drittel aller angezeigten schweren und gefährlichen Körperverletzungen werden unter Alkoholeinfluss verübt. Alkohol enthemmt und schwächt die Selbstkontrolle. Zum anderen schädigt eine Alkoholsucht den Betroffenen nicht nur die Leber, sondern auch die Persönlichkeit. Ich habe schon so viele arme Menschen verteidigen dürfen, die sich im Laufe der Zeit ihre Birne bis in den Bereich des Schwachsinns weg gesoffen haben. Ganz legal. Der körperliche und geistige Verfall eines Alkoholikers, sowie sein sozialer Abstieg, die Zerstörung von Familien und Beziehungen sind erschütternd. Wenn nun jemand von diesen Alkoholsüchtigen im Suff eine Straftat begeht, dann sieht es – jedenfalls im Wiederholungsfall – finster aus mit der Bewährung. Unbehandelt besteht da nämlich die Wiederholungsgefahr jederzeit. Solange die weiter trinken, wird sich daran auch nichts ändern. Es gibt zwar die Möglichkeit einer zwangsweise Unterbringung in einer Entziehungsanstalt nach § 64 StGB – die es für die Btm-Abhängigen auch gibt – es gibt aber eben nicht die Chance, freiwillig eine Therapie zu beginnen, um die Haft zu vermeiden. Gerade die Freiwilligkeit und Ernsthaftigkeit sind aber wichtig für den Therapieerfolg. Bei der zwangsweisen Unterbringung in einer Entziehungsanstalt nach § 64 StGB sitzen viele einfach ihre Zeit ab, einige nur, weil sie etwas gegen Zwang haben. Dem Alkoholiker ist der Weg über den § 35 BtmG zur Zeit versperrt. Falls sich der Gesetzgeber bei diesem Unfug etwas gedacht haben sollte, so hat er niemandem verraten, was das war. Es bedarf nur einer kleinen Änderung Dass hier ein Verstoß gegen den Gleichheitssatz vorliegt, ist offenkundig. Warum der Konsument einer legalen Droge schlechter gestellt werden soll, als der Konsument einer illegalen Droge, kann ich nicht beantworten. Vielleicht müsste man, um die Antwort zu finden, bewusstseinserweiternde Drogen konsumieren. Warum es da bisher noch keine Verfassungsbeschwerde gab, weiß ich nicht. Bei der nächsten Gelegenheit wird es die aber geben. Es sei denn, der Gesetzgeber würde diese ungerechte Benachteiligung der Alkoholkonsumenten schnell beseitigen. Der hat doch sonst auch ein Herz für Alkohol, was angesichts der dadurch in die Kasse „gespülten“ Milliardensummen verständlich ist. Ich schlage vor, die §§ 35, 36 BtmG aus dem Betäubungsmittelgesetz zu nehmen und in den allgemeinen Teil des Strafgesetzbuchs aufzunehmen. Der Begriff Betäubungsmittelabhängigkeit braucht nur durch den der Suchtmittelabhängigkeit ausgetauscht werden und schon könnte auch der Alkoholiker „Therapie statt Strafe“ machen. Vielleicht wäre dieser an einem Nachmittag geschriebene Gesetzesentwurf ja mal was Schönes für eine Allparteienkoalition. Was dem entgegenstehen sollte, sehe ich nicht. In diesem Sinne liebe Abgeordnete, ein Prost auf Ihre Gesundheit! Lesen Sie auch die neuste Kolumne von      Heinrich Schmitz: Keine Macht dem Mob 	1197	False
1199	DieLinke	13	0	hiphop.de	Hiphop.de	Meilenstein für Graffiti in Deutschland gesetzt	München verbindet man in erster Linie mit dem Oktoberfest, einem gewissen Grad an High-Society und dem FC Bayern München.Da verwundert es einen doch, wenn man hört das München als erste Stadt in Deutschland einen Sachbearbeiter für Street-Art und Graffiti eingestellt hat.	article		http://hiphop.de/magazin/news/meilenstein-fuer-graffiti-in-deutschland-gesetzt-278750	"Tipp: Hol Dir jetzt die kostenlose Hiphop.de APP ( iOS / Android )! Jetzt NEU: Hol Dir jetzt die kostenlose Deutschrap.de APP! ( iOS / Android ) München verbindet man in erster Linie mit dem Oktoberfest, einem gewissen Grad an High-Society und dem FC Bayern München. Da verwundert es einen doch, wenn man hört das München als erste Stadt in Deutschland einen Sachbearbeiter für Street-Art und Graffiti eingestellt hat. Dem Onlinemagazin Urbanshit nach , ist dieser kein anderer als Graffiti-Künstler David Kammerer, der unter dem Namen Cemnoz bekannt ist. Er wird die Stelle am 1. April antreten und über 80.000 Euro Programmetats verfügen. Der Münchener Kulturreferent Dr. Hans-Georg Küppers begründete die Stelle unter anderem mit den Worten: ""Graffitis und Kunstformen wie Street Art brauchen Raum im wahrsten Sinn des Wortes, und zwar legalen. Die Stadt München stellt Flächen zur Verfügung und fördert herausragende Projekte wie zuletzt in der Dachauer Straße auf dem Areal des künftigen Kreativquartiers."" München wird in Zukunft also gezielt in eine Stadtverschönerung durch Graffiti und Street-Art investieren und beweist somit, dass es sich dabei um sehr viel mehr handelt, als Schmiererei. __ "	1199	False
